Summary,Issue Type,Priority,Labels,Labels,Labels,Labels,Labels,Labels,Description,ID Limitless,Área,Prioridad Limitless,Severidad,Tipo Limitless
[AUD-SEG-10] Auto-vínculo de Discord por nombre parecido,Bug,Medium,infra,p2,seguridad,,,,"*Tipo:* seguridad

*Estado verificado:* {{apps/discord-bot/src/handlers/link-handler.ts:149}} vincula solo con {{confidence > 0.85}} sobre un nombre que controla el usuario de Discord.

*Qué hay que hacer:* pasar el auto-vínculo a propuesta que confirma el equipo (ya existe el flujo de pendientes).

*Dónde:* {{apps/discord-bot/src/handlers/link-handler.ts}}.

Fuente: PENDIENTES.md [AUD-SEG-10] · Doc del área: docs/arquitectura/vision-general.md",AUD-SEG-10,"Infraestructura, seguridad y tests (transversal)",P2,,seguridad
[SEG-WORKER-SECRET-QUERY] WORKER_AUTH_SECRET viaja en la query string,Bug,Medium,infra,p2,seguridad,,,,"*Tipo:* seguridad

*Estado verificado:* {{app/marketing/content/reel-variation-actions.ts:138-145, 379-384, 581-584}} agrega {{?workerSecret=}} a la URL publicada en QStash; queda en los logs de QStash, de Fly y de Vercel. {{verifyQueueRequest}} y el worker lo aceptan por query.

*Qué hay que hacer:* usar sólo el header {{x-worker-secret}} (QStash lo reenvía con {{headers}}), o sólo la firma QStash con {{url}}; dejar de aceptar el query param.

*Dónde:* {{reel-variation-actions.ts}}, {{lib/sops/enqueue-video-job.ts}}, {{lib/queue/verify-queue-request.ts}}, {{apps/reel-worker/src/index.ts}}.

Fuente: PENDIENTES.md [SEG-WORKER-SECRET-QUERY] · Doc del área: docs/arquitectura/vision-general.md",SEG-WORKER-SECRET-QUERY,"Infraestructura, seguridad y tests (transversal)",P2,,seguridad
[SEG-HEADERS] Sin headers de seguridad HTTP,Bug,Medium,infra,p2,seguridad,,,,"*Tipo:* seguridad

*Estado verificado:* ni {{vercel.json}} ni {{next.config.ts}} definen CSP, {{frame-ancestors}}/{{X-Frame-Options}}, {{Referrer-Policy}}, {{Permissions-Policy}} ni {{X-Content-Type-Options}}.

*Qué hay que hacer:* {{headers()}} en {{next.config.ts}} con lo básico (empezar por {{frame-ancestors 'none'}}, {{nosniff}}, {{Referrer-Policy}}); CSP en modo report-only primero.

*Dónde:* {{apps/web/next.config.ts}}.

Fuente: PENDIENTES.md [SEG-HEADERS] · Doc del área: docs/arquitectura/vision-general.md",SEG-HEADERS,"Infraestructura, seguridad y tests (transversal)",P2,,seguridad
[DB-ORGS-SELECT-COLUMNAS] SELECT de tabla entera sobre organizations en prod,Bug,Medium,infra,p2,seguridad,,,,"*Tipo:* seguridad

*Estado verificado:* según {{docs/historial/DB_DIFF_PRODUCCION_2026-09-22.md}}, en prod {{authenticated}} tiene SELECT de tabla sobre {{organizations}} (en el repo es por columna), así que un miembro lee el ciphertext de la key de Claude de su org. Inofensivo sin {{ENCRYPTION_MASTER_KEY}}.

*Qué hay que hacer:* relevar qué {{select(""*"")}} de {{organizations}} hace la app con cliente de usuario, pasarlos a columnas explícitas y alinear el grant de prod con el repo.

*Dónde:* {{apps/web/app/**}} (grep {{from(""organizations"")}}), migración nueva.

Fuente: PENDIENTES.md [DB-ORGS-SELECT-COLUMNAS] · Doc del área: docs/arquitectura/vision-general.md",DB-ORGS-SELECT-COLUMNAS,"Infraestructura, seguridad y tests (transversal)",P2,,seguridad
[AUD-CONF-2] Techo de 1000 filas y lecturas que no miran error,Bug,Medium,infra,p2,bug,,,,"*Tipo:* bug

*Estado verificado:* {{fetchAllRows}} existe ({{lib/supabase/fetch-all-rows.ts}}) y se aplicó en leads, costos y llamadas; la auditoría marca {{lib/intelligence/collect-context.ts:220}} y {{lib/super-admin/client-health.ts}} como candidatos. El conteo de 290 lecturas sin {{error}} no se re-midió.

*Qué hay que hacer:* toda suma/conteo en JS pasa por {{fetchAllRows}} o se hace en SQL; revisar los dos candidatos.

*Dónde:* archivos citados.

Fuente: PENDIENTES.md [AUD-CONF-2] · Doc del área: docs/arquitectura/vision-general.md",AUD-CONF-2,"Infraestructura, seguridad y tests (transversal)",P2,,bug
[AUD-CONF-7] Inbox legacy pierde mensajes concurrentes,Bug,Medium,infra,p2,bug,,,,"*Tipo:* bug

*Estado verificado:* según la auditoría, el inbox legacy lee y reescribe {{conversations.messages}} completo. {{conversations}} tiene 0 filas en prod, así que hoy no pasa.

*Qué hay que hacer:* si el inbox legacy se mantiene, append atómico en SQL; si no, borrarlo ({{[AUD-SALUD-1]}}).

*Dónde:* {{apps/web/lib/sales/upsert-inbound-conversation.ts}}, {{lib/unipile/}}, {{lib/manychat/}}.

Fuente: PENDIENTES.md [AUD-CONF-7] · Doc del área: docs/arquitectura/vision-general.md",AUD-CONF-7,"Infraestructura, seguridad y tests (transversal)",P2,,bug
[AUD-CONF-8] cleanup-trial-reels reprocesa los mismos jobs para siempre,Bug,Medium,infra,p2,bug,,,,"*Tipo:* bug

*Estado verificado:* {{app/api/cron/cleanup-trial-reels/route.ts}} selecciona {{reel_variation_jobs}} {{done}}/{{failed}} con {{updated_at}} > 30 días y no marca el job como limpiado.

*Qué hay que hacer:* columna {{storage_cleaned_at}} (o estado) y filtrar por ella.

*Dónde:* ruta citada, migración nueva.

Fuente: PENDIENTES.md [AUD-CONF-8] · Doc del área: docs/arquitectura/vision-general.md",AUD-CONF-8,"Infraestructura, seguridad y tests (transversal)",P2,,bug
[AUD-CONF-9] Instagram legacy queda fuera de la sync tras un error transitorio,Bug,Medium,infra,p2,bug,,,,"*Tipo:* bug

*Estado verificado:* hallazgo de la auditoría, no re-verificado línea por línea; hay 1 integración de Instagram en prod.

*Qué hay que hacer:* resolver junto con la decisión de {{[AUD-SALUD-1]}}.

*Dónde:* {{apps/web/lib/instagram/sync.ts}}, {{poll-conversations.ts}}.

Fuente: PENDIENTES.md [AUD-CONF-9] · Doc del área: docs/arquitectura/vision-general.md",AUD-CONF-9,"Infraestructura, seguridad y tests (transversal)",P2,,bug
[AUD-CONF-10] Meses en UTC y no en ART en payroll y client-health,Bug,Medium,infra,p2,bug,,,,"*Tipo:* bug

*Estado verificado:* {{computeTeamPayrollAction}} ({{app/finance/actions.ts:482-484}}) arma el mes con {{new Date(y, m, 1)}} en la zona del servidor (UTC en Vercel). Misma familia que BUG-3.

*Qué hay que hacer:* usar el helper de límites de mes en ART que ya existe para BUG-3.

*Dónde:* {{apps/web/app/finance/actions.ts}}, {{apps/web/lib/super-admin/client-health.ts}}.

Fuente: PENDIENTES.md [AUD-CONF-10] · Doc del área: docs/arquitectura/vision-general.md",AUD-CONF-10,"Infraestructura, seguridad y tests (transversal)",P2,,bug
[AUD-CONF-11] La sync de contenido de Zernio escribe ceros cuando no reconoce el analytics,Bug,Medium,infra,p2,bug,,,,"*Tipo:* bug

*Estado verificado:* según la auditoría; el cron diario ya no lo hace. Pertenece a Marketing: ver el backlog del área.

*Qué hay que hacer:* no pisar {{metrics}} si {{resolvePostAnalytics}} devuelve vacío.

*Dónde:* {{apps/web/app/marketing/content/sync-actions.ts}}.

Fuente: PENDIENTES.md [AUD-CONF-11] · Doc del área: docs/arquitectura/vision-general.md",AUD-CONF-11,"Infraestructura, seguridad y tests (transversal)",P2,,bug
[AUD-DIN-1…5] Dinero y datos (derivados a sus áreas),Bug,Medium,infra,p2,bug,,,,"*Tipo:* bug

*Estado verificado:* {{lib/metrics/excel-parser.ts:67}} borra todos los puntos ({{""1250.50""}} → 125050); {{app/sales/closer-actions.ts:151,218}} lee {{closing_calls.amount_closed}}, que no existe en ninguna migración; ClickUp import, moneda USD por defecto y ""balance"" de Mercado Pago según la auditoría.

*Qué hay que hacer:* cada uno en su área (Clientes: parsers e import; Ventas: facturación por closer; Finanzas: monedas y MP). Listados acá para que no se pierdan.

*Dónde:* archivos citados.

Fuente: PENDIENTES.md [AUD-DIN-1…5] · Doc del área: docs/arquitectura/vision-general.md",AUD-DIN-1…5,"Infraestructura, seguridad y tests (transversal)",P2,,bug
[AUD-SALUD-1] Legacy todavía agendado,Task,Medium,infra,p2,decision-de-negocio,,,,"*Tipo:* decisión de negocio

*Estado verificado:* {{vercel.json}} corre {{/api/integrations/instagram/poll}} cada 5 min y {{/instagram/sync}} cada hora con 1 integración en prod; ManyChat, Unipile (6 filas) e Instagram Graph están {{listed: false}} o sin datos ({{conversations}} 0 filas).

*Qué hay que hacer:* decidir si se borran Instagram Graph, Unipile, ManyChat y {{content_assets}}; como mínimo sacar los dos crons de Instagram.

*Dónde:* {{apps/web/vercel.json}}, {{lib/instagram/}}, {{lib/unipile/}}, {{lib/manychat/}}.

Fuente: PENDIENTES.md [AUD-SALUD-1] · Doc del área: docs/arquitectura/vision-general.md",AUD-SALUD-1,"Infraestructura, seguridad y tests (transversal)",P2,,decisión de negocio
[AUD-SALUD-2] Sync de Calendly duplicada,Task,Medium,infra,p2,deuda-tecnica,,,,"*Tipo:* deuda técnica

*Estado verificado:* {{lib/calendly/sync-events.ts}} y {{lib/calendly/closer-sync.ts}} coexisten; según la auditoría {{closer-sync}} nunca setea {{lead_id}}.

*Qué hay que hacer:* una sola sync parametrizada por credencial.

*Dónde:* {{apps/web/lib/calendly/}}.

Fuente: PENDIENTES.md [AUD-SALUD-2] · Doc del área: docs/arquitectura/vision-general.md",AUD-SALUD-2,"Infraestructura, seguridad y tests (transversal)",P2,,deuda técnica
[AUD-SALUD-3] Los crons no siguen un patrón común,Task,Medium,infra,p2,deuda-tecnica,,,,"*Tipo:* deuda técnica

*Estado verificado:* 6 crons hacen fan-out por QStash, el resto corre en serie; aislamiento de errores por org desparejo; ningún lock.

*Qué hay que hacer:* helper {{runPerOrg()}} con aislamiento de errores, lock (fila en tabla o advisory lock) y resultado uniforme.

*Dónde:* {{apps/web/app/api/cron/*}}, {{apps/web/lib/queue/}}.

Fuente: PENDIENTES.md [AUD-SALUD-3] · Doc del área: docs/arquitectura/vision-general.md",AUD-SALUD-3,"Infraestructura, seguridad y tests (transversal)",P2,,deuda técnica
"[AUD-SALUD-5 / CI-COBERTURA] El CI no corre build, e2e ni el reel-worker",Task,Medium,infra,p2,deuda-tecnica,,,,"*Tipo:* deuda técnica

*Estado verificado:* {{.github/workflows/ci.yml}} corre typecheck, lint, test y migraciones (el chequeo de migraciones ya está). No corre {{next build}}, Playwright ni nada de {{apps/reel-worker}} (sin script {{typecheck}}).

*Qué hay que hacer:* agregar {{typecheck}} al reel-worker; job de {{next build}} (o confiar en el preview de Vercel y documentarlo); decidir E2E en CI ({{[T-INFRA-E2E-CI]}}).

*Dónde:* {{.github/workflows/ci.yml}}, {{apps/reel-worker/package.json}}.

Fuente: PENDIENTES.md [AUD-SALUD-5 / CI-COBERTURA] · Doc del área: docs/arquitectura/vision-general.md",AUD-SALUD-5 / CI-COBERTURA,"Infraestructura, seguridad y tests (transversal)",P2,,deuda técnica
"[AUD-SALUD-6] Helpers exportados desde archivos ""use server""",Bug,Medium,infra,p2,seguridad,,,,"*Tipo:* seguridad

*Estado verificado:* siguen exportados {{getConversationIdByExternalRef}} ({{app/conversations/actions.ts:29}}), {{loadTaskLinksBundle}} ({{app/workboard/task-link-actions.ts:47}}), {{getProductContextForOrg}} ({{app/product/actions.ts:673}}). Cada export es un endpoint.

*Qué hay que hacer:* moverlos a {{lib/}} y relevar el resto con un grep de exports sin sufijo {{Action}}.

*Dónde:* archivos citados.

Fuente: PENDIENTES.md [AUD-SALUD-6] · Doc del área: docs/arquitectura/vision-general.md",AUD-SALUD-6,"Infraestructura, seguridad y tests (transversal)",P2,,seguridad
[AUD-SALUD-ORG-HOLDING] Acciones que ignoran el negocio activo del holding (AUD-SALUD-7),Bug,Medium,infra,p2,bug,,,,"*Tipo:* bug

*Estado verificado:* usan {{profile.organization_id}} en vez de {{requireOrganizationId()}}: {{app/marketing/content/{actions,sync-actions,drive-actions,reel-variation-actions,reel-music-actions}.ts}}, {{app/workboard/actions.ts}}, {{app/sales/closer-actions.ts}}, {{app/team/actions.ts}}, {{app/profile/actions.ts}}, {{app/api/integrations/calendly/closer/start/route.ts}}. Algunos pueden ser a propósito (perfil, equipo).

*Qué hay que hacer:* revisar uno por uno; los de datos del negocio pasan a {{requireOrganizationId()}}.

*Dónde:* archivos citados.

Fuente: PENDIENTES.md [AUD-SALUD-ORG-HOLDING] · Doc del área: docs/arquitectura/vision-general.md",AUD-SALUD-ORG-HOLDING,"Infraestructura, seguridad y tests (transversal)",P2,,bug
[DB-TABLAS-HUERFANAS] Tablas sin ningún uso en el código,Task,Medium,infra,p2,decision-de-negocio,,,,"*Tipo:* decisión de negocio

*Estado verificado:* sin referencias en {{apps/}}: {{agent_projects}}, {{competitors}}, {{competitor_posts}}, {{story_sequences}}, {{story_frames}}, {{funnel_benchmarks}}, {{funnel_period_snapshots}}, {{lead_magnet_clicks}}.

*Qué hay que hacer:* decidir por cada una (FEAT-1/FEAT-2/EMBUDOS-SALUD las reservan); borrar con migración las que no tengan futuro.

*Dónde:* migración nueva.

Fuente: PENDIENTES.md [DB-TABLAS-HUERFANAS] · Doc del área: docs/arquitectura/vision-general.md",DB-TABLAS-HUERFANAS,"Infraestructura, seguridad y tests (transversal)",P2,,decisión de negocio
[INTEGRACIONES-REGISTRO-DESALINEADO] El registro describe flujos que el código no hace,Bug,Medium,infra,p2,bug,,,,"*Tipo:* bug

*Estado verificado:* {{lib/integrations/registry.ts}} dice YouTube {{transport: ""cron""}} → {{content_assets}}, pero no hay cron y {{lib/google/sync-youtube.ts:139}} escribe {{content_pieces}}; Stripe y Mercado Pago dicen {{lands: ""payments""}} (esa tabla no existe) por {{webhook}} (Stripe no tiene ruta de webhook); Discord dice {{webhook}} cuando el bot escribe directo. La pantalla muestra esto al usuario.

*Qué hay que hacer:* corregir las entradas del registro.

*Dónde:* {{apps/web/lib/integrations/registry.ts}}.

Fuente: PENDIENTES.md [INTEGRACIONES-REGISTRO-DESALINEADO] · Doc del área: docs/arquitectura/vision-general.md",INTEGRACIONES-REGISTRO-DESALINEADO,"Infraestructura, seguridad y tests (transversal)",P2,,bug
[MOCK-DATA-AUDIT] Código de producción que todavía importa @/mocks,Task,Medium,infra,p2,deuda-tecnica,,,,"*Tipo:* deuda técnica

*Estado verificado:* 10 archivos: {{app/sales/actions.ts}}, {{app/finance/actions.ts}}, {{app/(platform)/operations/overview/page.tsx}}, {{components/workboard/workboard-time-report.tsx}}, {{components/finance/payment-platforms-section.tsx}}, {{components/marketing-insights/lead-journey-timeline.tsx}}, {{components/marketing/overview/metrics-sections.tsx}}, {{providers/finance-data-provider.tsx}}, {{providers/platform-data-provider.tsx}}, {{lib/metrics/frequent-objections.ts}}.

*Qué hay que hacer:* cada área decide si es fallback de modo demo (aceptable) o dato falso mostrado como real (quitar). {{docs/archivo/mock-data-audit.md}} (2026-07-03) está desactualizado.

*Dónde:* archivos citados.

Fuente: PENDIENTES.md [MOCK-DATA-AUDIT] · Doc del área: docs/arquitectura/vision-general.md",MOCK-DATA-AUDIT,"Infraestructura, seguridad y tests (transversal)",P2,,deuda técnica
[REBRAND-EXTERNO] Nombres externos que siguen diciendo OTC,Task,Medium,infra,p2,deuda-tecnica,,,,"*Tipo:* deuda técnica

*Estado verificado:* Vercel {{otc-plaform}}, Supabase {{OTC}}, Fly {{otc-reel-worker}}, Railway {{otc-discord-bot}}, verify token {{otc_instagram_webhook_2024}} (en {{.env.example}}), fallback {{https://otc-plaform.vercel.app}} en {{lib/email/welcome-email.ts:6}} y {{components/super-admin/infrastructure-page.tsx:52}}, cookie {{otc_active_org}} leída como respaldo ({{lib/holding/constants.ts:12}}), {{OTC_WEBHOOK_SECRET}}/{{OTC_API_URL}} leídas como respaldo, holding sembrado {{'OTC Portfolio'}} ({{supabase/migrations/20260618100000_holding.sql:38}}).

*Qué hay que hacer:* coordinar el renombre externo; borrar los respaldos de cookie (ya pasaron más de 24 h del cambio) y de variables una vez cargadas las nuevas ({{[ENV-LIMPIEZA]}}).

*Dónde:* archivos citados; Vercel, Fly, Railway, Meta.

Fuente: PENDIENTES.md [REBRAND-EXTERNO] · Doc del área: docs/arquitectura/vision-general.md",REBRAND-EXTERNO,"Infraestructura, seguridad y tests (transversal)",P2,,deuda técnica
[REPO-RENOMBRADO-DEPLOYS] Railway tras el renombre del repo,Task,Medium,infra,p2,verificacion-manual,,,,"*Tipo:* verificación manual

*Estado verificado:* Vercel *sí* sigue: los tres últimos deploys de producción (incluido {{038caca}}) salen de {{santiagozurbrigk/limitless-system}}. Railway no se puede ver desde acá.

*Qué hay que hacer:* Railway → servicio del bot → Settings → Source: repo {{limitless-system}} y {{Root Directory = apps/discord-bot}}; actualizar remotes locales.

*Dónde:* Railway.

Fuente: PENDIENTES.md [REPO-RENOMBRADO-DEPLOYS] · Doc del área: docs/arquitectura/vision-general.md",REPO-RENOMBRADO-DEPLOYS,"Infraestructura, seguridad y tests (transversal)",P2,,verificación manual
[T-INFRA-SUPABASE-MOCK] Helper de mock de Supabase,Task,Medium,infra,p2,tests,,,,"*Tipo:* tests

*Estado verificado:* no existe {{lib/__tests__/helpers/}}; ningún test usa {{vi.mock}}.

*Qué hay que hacer:* stub encadenable ({{from().select().eq()…}} → {{{ data, error, count }}}) reutilizable; lo necesitan T-6/T-6b (Embudos) y T-10.

*Dónde:* {{apps/web/lib/__tests__/helpers/supabase-mock.ts}}.

Fuente: PENDIENTES.md [T-INFRA-SUPABASE-MOCK] · Doc del área: docs/arquitectura/vision-general.md",T-INFRA-SUPABASE-MOCK,"Infraestructura, seguridad y tests (transversal)",P2,,tests
[T-9] lib/sales/lead-journey.ts,Task,Medium,infra,p2,tests,,,,"*Tipo:* tests

*Estado verificado:* {{lib/sales/__tests__/}} tiene {{follow-up-options}} y {{lead-thread}}, no {{lead-journey}}.

*Qué hay que hacer:* dedupe multicanal, orden del timeline, lead sin llamadas.

*Dónde:* {{apps/web/lib/sales/lead-journey.ts}}.

Fuente: PENDIENTES.md [T-9] · Doc del área: docs/arquitectura/vision-general.md",T-9,"Infraestructura, seguridad y tests (transversal)",P2,,tests
[T-10] lib/sales/upsert-inbound-conversation.ts,Task,Medium,infra,p2,tests,,,,"*Tipo:* tests

*Estado verificado:* sin tests.

*Qué hay que hacer:* idempotencia del mismo mensaje entrante (necesita {{[T-INFRA-SUPABASE-MOCK]}}).

*Dónde:* archivo citado.

Fuente: PENDIENTES.md [T-10] · Doc del área: docs/arquitectura/vision-general.md",T-10,"Infraestructura, seguridad y tests (transversal)",P2,,tests
[T-11] lib/zernio/resolve-analytics.ts,Task,Medium,infra,p2,tests,,,,"*Tipo:* tests

*Estado verificado:* {{lib/zernio/__tests__/}} sólo tiene {{triggers.test.ts}}.

*Qué hay que hacer:* vacío/inválido → ceros; plano; anidado ({{{instagram}}} y {{{platforms:{instagram}}}}) suma; campos faltantes.

*Dónde:* archivo citado.

Fuente: PENDIENTES.md [T-11] · Doc del área: docs/arquitectura/vision-general.md",T-11,"Infraestructura, seguridad y tests (transversal)",P2,,tests
[T-12] lib/marketing/overview-metrics.ts,Task,Medium,infra,p2,tests,,,,"*Tipo:* tests

*Estado verificado:* {{lib/marketing/__tests__/}} sólo tiene {{ad-metrics-snapshot}}.

*Qué hay que hacer:* {{trendPct}} con previo cero, bordes de {{isInDaysRange}}, engagement con alcance cero.

*Dónde:* archivo citado.

Fuente: PENDIENTES.md [T-12] · Doc del área: docs/arquitectura/vision-general.md",T-12,"Infraestructura, seguridad y tests (transversal)",P2,,tests
[T-13] lib/metrics/derive-dashboard-data.ts,Task,Medium,infra,p2,tests,,,,"*Tipo:* tests

*Estado verificado:* sin tests.

*Qué hay que hacer:* MRR y clientes nuevos con org vacía.

*Dónde:* archivo citado.

Fuente: PENDIENTES.md [T-13] · Doc del área: docs/arquitectura/vision-general.md",T-13,"Infraestructura, seguridad y tests (transversal)",P2,,tests
[T-15] lib/metrics/frequent-objections.ts,Task,Medium,infra,p2,tests,,,,"*Tipo:* tests

*Estado verificado:* sin tests; además importa {{@/mocks}} como fallback.

*Qué hay que hacer:* agrupación, tendencia y cadena de fallback.

*Dónde:* archivo citado.

Fuente: PENDIENTES.md [T-15] · Doc del área: docs/arquitectura/vision-general.md",T-15,"Infraestructura, seguridad y tests (transversal)",P2,,tests
[T-16] lib/validations.ts,Task,Medium,infra,p2,tests,,,,"*Tipo:* tests

*Estado verificado:* sin tests.

*Qué hay que hacer:* esquemas usados en actions con input de usuario: válidos, inválidos, borde.

*Dónde:* archivo citado.

Fuente: PENDIENTES.md [T-16] · Doc del área: docs/arquitectura/vision-general.md",T-16,"Infraestructura, seguridad y tests (transversal)",P2,,tests
[T-18] E2E del wizard de importación,Task,Medium,infra,p2,tests,,,,"*Tipo:* tests

*Estado verificado:* {{e2e/}} sólo tiene {{holding.spec.ts}}.

*Qué hay que hacer:* Excel multi-hoja → hoja → mapeo → importar → aparecen en {{/clients}}.

*Dónde:* {{apps/web/e2e/}}.

Fuente: PENDIENTES.md [T-18] · Doc del área: docs/arquitectura/vision-general.md",T-18,"Infraestructura, seguridad y tests (transversal)",P2,,tests
[T-19] E2E de permisos por rol,Task,Medium,infra,p2,tests,,,,"*Tipo:* tests

*Estado verificado:* sin cobertura.

*Qué hay que hacer:* viewer con módulos limitados: no los ve en la nav y por URL ve {{<SinAcceso/>}}.

*Dónde:* {{apps/web/e2e/}}.

Fuente: PENDIENTES.md [T-19] · Doc del área: docs/arquitectura/vision-general.md",T-19,"Infraestructura, seguridad y tests (transversal)",P2,,tests
[T-INFRA-E2E-CI] Correr Playwright en CI,Task,Medium,infra,p2,decision-de-negocio,,,,"*Tipo:* decisión de negocio

*Estado verificado:* {{playwright.config.ts}} tiene rama de CI; el workflow no lo invoca; necesita una cuenta de test y una base.

*Qué hay que hacer:* decidir cuenta/base de test (proyecto Supabase aparte) y agregar el job.

*Dónde:* {{.github/workflows/ci.yml}}.

Fuente: PENDIENTES.md [T-INFRA-E2E-CI] · Doc del área: docs/arquitectura/vision-general.md",T-INFRA-E2E-CI,"Infraestructura, seguridad y tests (transversal)",P2,,decisión de negocio
[WAITLIST-HUERFANO] /api/waitlist sin llamador (nuevo),Task,Low,plataforma,p3,deuda-tecnica,,,,"*Tipo:* deuda técnica

*Estado verificado:* ningún componente llama {{/api/waitlist}} (la landing se borró); sigue pública en {{public-paths.ts}}.

*Qué hay que hacer:* borrar la ruta o documentar quién la usa (¿formularios externos?).

*Dónde:* {{apps/web/app/api/waitlist/route.ts}}.

Fuente: PENDIENTES.md [WAITLIST-HUERFANO] · Doc del área: docs/areas/plataforma.md",WAITLIST-HUERFANO,Plataforma,P3,,deuda técnica
[DISCORD-STUB-MESSAGE] /api/discord/message es un stub sin uso (nuevo),Task,Low,plataforma,p3,deuda-tecnica,,,,"*Tipo:* deuda técnica

*Estado verificado:* devuelve {{{ ok: true }}} tras autenticar; el bot no lo llama.

*Qué hay que hacer:* borrarlo.

*Dónde:* {{apps/web/app/api/discord/message/route.ts}}.

Fuente: PENDIENTES.md [DISCORD-STUB-MESSAGE] · Doc del área: docs/areas/plataforma.md",DISCORD-STUB-MESSAGE,Plataforma,P3,,deuda técnica
[UI-CODIGO-MUERTO] Componentes sin uso (nuevo),Task,Low,plataforma,p3,deuda-tecnica,,,,"*Tipo:* deuda técnica

*Estado verificado:* {{components/marketing/marketing-subnav.tsx}} sin importadores; {{SidebarShell}} sólo en el showcase; selector {{button[class*=""bg-violet""]}} en {{globals.css}}.

*Qué hay que hacer:* borrar.

*Dónde:* archivos citados.

Fuente: PENDIENTES.md [UI-CODIGO-MUERTO] · Doc del área: docs/areas/plataforma.md",UI-CODIGO-MUERTO,Plataforma,P3,,deuda técnica
[DELETION-COMENTARIO-FK] Comentario falso sobre la FK de profiles (nuevo),Task,Low,plataforma,p3,deuda-tecnica,,,,"*Tipo:* deuda técnica

*Estado verificado:* {{lib/super-admin/execute-deletion.ts}} dice ""{{profiles}} no tiene ninguna clave foránea a {{auth.users}}""; la tiene ({{20260521000000}}, {{on delete cascade}}) y la auditoría lo confirmó en prod. La lógica (borrar el login aparte) sigue siendo correcta.

*Qué hay que hacer:* corregir el comentario.

*Dónde:* {{apps/web/lib/super-admin/execute-deletion.ts}}.

Fuente: PENDIENTES.md [DELETION-COMENTARIO-FK] · Doc del área: docs/areas/plataforma.md",DELETION-COMENTARIO-FK,Plataforma,P3,,deuda técnica
[NAV-2] Renombrar sidebar-modules.ts,Task,Low,plataforma,p3,,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [NAV-2] · Doc del área: docs/areas/plataforma.md",NAV-2,Plataforma,P3,,
"[NAV-3] Etiqueta ""Fase 1 · Beta""",Task,Low,plataforma,p3,,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [NAV-3] · Doc del área: docs/areas/plataforma.md",NAV-3,Plataforma,P3,,
[FOUNDER-AREA] El Área del fundador es sólo el snapshot de Inteligencia,Task,Low,plataforma,p3,,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [FOUNDER-AREA] · Doc del área: docs/areas/plataforma.md",FOUNDER-AREA,Plataforma,P3,,
[BRAND-B] Licenciar Neue Haas Grotesk,Task,Low,plataforma,p3,,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [BRAND-B] · Doc del área: docs/areas/plataforma.md",BRAND-B,Plataforma,P3,,
[BRAND-C] Validar texto negro sobre naranja,Task,Low,plataforma,p3,,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [BRAND-C] · Doc del área: docs/areas/plataforma.md",BRAND-C,Plataforma,P3,,
[BRAND-D] Borrar la rama brand-source,Task,Low,plataforma,p3,,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [BRAND-D] · Doc del área: docs/areas/plataforma.md",BRAND-D,Plataforma,P3,,
[BRAND-E] Dominio,Task,Low,plataforma,p3,,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [BRAND-E] · Doc del área: docs/areas/plataforma.md",BRAND-E,Plataforma,P3,,
[CHART-A] Vista de tabla accesible para gráficos,Task,Low,plataforma,p3,,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [CHART-A] · Doc del área: docs/areas/plataforma.md",CHART-A,Plataforma,P3,,
[CHART-B] Embudo con etapas muy dispares,Task,Low,plataforma,p3,,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [CHART-B] · Doc del área: docs/areas/plataforma.md",CHART-B,Plataforma,P3,,
[UI-21ST] Componentes de 21st.dev sin decidir,Task,Low,plataforma,p3,,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [UI-21ST] · Doc del área: docs/areas/plataforma.md",UI-21ST,Plataforma,P3,,
[TECH-5] Primitivas con HTMLAttributes sin children explícito,Task,Low,plataforma,p3,,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [TECH-5] · Doc del área: docs/areas/plataforma.md",TECH-5,Plataforma,P3,,
[DISCORD-100-SERVIDORES] Verificación de la app de Discord al pasar 100 servidores,Task,Low,plataforma,p3,,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [DISCORD-100-SERVIDORES] · Doc del área: docs/areas/plataforma.md",DISCORD-100-SERVIDORES,Plataforma,P3,,
